Type,Tweet
Politics,SecKerry Our challenge is to tame the worst impulses of globalization as we harness its ability to spread information and possibility.
Politics,Obama Emergency responders like the ones here their ability to help communities respond to and recover from disasters will be degraded.
Sports,TheVinsomniac cheers fella
Politics,RT EvanSkopp Gibson Les Paul players do you know the history behind your beloved electric guitar Heres how it all started... http/ ...
Sports,Well it was only kph but one hell of an in swinging yorker there from Philander.
Politics,Putin I would not describe Russias political system as authoritarian; this is a wrong term
Politics,A message from former President NelsonMandela on announcing  the International Year of Older Persons http//t.co/gnHeXV
Sports,RT markpougatch Repeat of the  Final on bbclive tonight Boro v Chelsea. Craig Burley ; Craig Hignett with us. Commentary  h ...
Politics,Telephone conversation with Prime Minister of Turkey Recep Tayyip Erdogan http//t.co/QvhsQE
Politics,Amazing to see residents of Noney Village lined up even in the night to welcome the convoy. Overwhelming http//t.co/SPTwchdP
Sports,Kiran_N_C HomeOfCricket a free hit is only given for a front foot noball
Politics,Keep Up to Date on President Obamas Immigration Proposal  Last week the President traveled to Nevada to redoub... http//t.co/xCMXEmT
Sports,INDvAUS  up for India.  trail by .
Politics,suverenkar how can I help
Politics,At the AICC Chintan Shivir Jaipur. Raising issues related to urban India ; the importance of internet along with ajaymaken
Sports,sreemoytalukdar Namaskar swagat hai aap ka phir se...
Sports,Man City vs Blackburn Man City are looking to avoid back to back defeats for the first time under Roberto Mancini Rvers won just  vs city
Politics,Cybercrime ; cybersecurity discussions with Europol_EU ; enisa_eu in EP_justice from pm CET http//t.co/ImUNpZ
Politics,Medvedev We made a fundamental decision to allocate some of our reserves for funding infrastructure projects that recoup their expenses
Sports,Final call for your nextbigthing in football Who do you want to see set the world on fire in the coming months Tweet nextbigthing
Sports,st Test. . WICKET P Hughes is out c Virender Sehwag b Ravindra Jadeja / IndvAus http//t.co/fVNlKTPB BCCI
Sports,RT maladias cricketwallah...for me romance in movies is always linked to SRK )
Politics,Obama wishes Speaker Boehner a happy birthdayjokes about how hes not sure how many candles to put on the cake. POFR
Politics,Video review EUbudget summit Hollande Tunisian president fish reform violence against women. http//t.co/yhvGmGbv
Politics,Please support the Sandy relief efforts by donating to the Red Cross. Text REDCROSS to  or click here http//t.co/oePuXjMo
Sports,RT ScorchersBBL Kat ; James Hopes with the prize Who will be holding it at around pm tomorrow getscorched bigfinals BBL h ...
Sports,DJ Campbell is poised to make his nd Blackpool debut when they meet NewcastleUnited this saturday.
Sports,different drivers topped the time sheets in nd preseason test at Barcelona. Three of them had something in common http//t.co/UDZVauCx
Politics,West Wing Week // or  cA Single Sacred Word Citizen d  This week the President visited his old neighborh... http//t.co/adhQdkfo
Sports,st Test. Over   runs (E Cowan  D Warner ) AUS / IndvAus http//t.co/fVNlKTPB BCCI
Sports,McCullum belatedly comes up with the first six of the game straight off Swann. New Zealand need a few more of those NZvEng
Sports,We need more followers please RT ff followfriday mustfollow follow
Sports,RT FL_Trust AGED  FOOTBALLER OFF TO COLLEGE Futsal Scholarships available at FL clubs gain BTEC whilst playing http//t.co/wkk ...
Sports,rhyswynne hello.
Sports,INDvAUS Drinks in the final session of Day Three. Australia have taken two wickets but Dhoni is still at the crease. India .
Sports,Goooaaaaaaallllllll Mitchell Johnson
Politics,RT UKParliament Watch Prime Minister s Questions live in video and audio from midday http//t.co/EyfAQqX PMQs
Sports,Ok... now I have no idea what just happened. Long time followers will know I do not rate the DRS so get ready for another whinge.
Sports,BarryHGreen channelnine *facepalm*
Politics,President Obama The American People Need Richard Cordray Standing Up for Them http//t.co/YCaAAJW
Sports,Its settled then. Shane Watson to bat at No. . http//t.co/Nesztnb
Sports,Lasith Malinga has been voted by you the Fan MVP for BBL http//t.co/mSFVL
Sports,Tough chance for Pujara at silly point but it is catches like these that can turn a match around...
Sports,INDvAUS MClarke into the attack. Expensive first over  from it but with some promising signs. Live Blog http//t.co/zjPUNqxIEx
Sports,RT SuttonJared Photos from the Swansea parade bbcfootball http//t.co/PdEoQsL
Politics,CNN projects Obama wins state of Pennsylvania   (GRAPHIC) POTU
Politics,FF Recent FA contributors MaxBoot jstacher elijahzarwan jonkay latintelligence fmkaplan SarahAtCivic
Sports,RT mattslaterbbc This http//t.co/YmxxFclFQq is a great piece by danroan on a very important ; contentious subject grassroots sp ...
Sports,RT mstarc Big good luck to the _SouthernStars in the World Cup final today Go well girls wwc cmonaussie
Politics,Watch live President Obama speaks in North Carolina about his plan to create jobs and grow our economy. http//t.co/cVGTty JobsNow
Politics,Pelicans arrive in Andhra Pradesh http//t.co/RAAwcd via thehindu
Politics,The Siberian kitten given by President Vladimir Putin to the Akita Governor was handed over to its new owner today https//t.co/MbcyFh
Politics,RT Pressbrief HyderabadBlasts  Helpline number    pl.help RT ShashiTharoor aicctwee ...
Politics,Dmitry Medvedev meets with Executive Chairman of the World Economic Forum Klaus Schwab WEF Davos http//t.co/ypUdkLoK
Sports,Its a tactic that looks a bit negative to watch but obviously works for them.
Politics,Video PM David Cameron holds question and answer session at Unilever Indian headquarters in Mumbai http//t.co/FMdEkl PMIndia
Politics,Obama HQ back on NS CH  (note  the HQ are up interrupted on our HD feed/coords on website)
Politics,Senators of both parties are working together on tough new laws to prevent anyone from buying guns for resale to criminals. NowIsTheTime
Sports,Jason Behrendorff gets one to rise against Peter Forrest with damaging effect. Watch http//t.co/bNFvpwU BBL bigfinals
Sports,Have U entered Carsalescomau Mystery Driver comp Flights accom day AusGP pass driver meet ; greet up for grabs http//t.co/YDawMH
Sports,st Test. . N Lyon to MS Dhoni  runs / IndvAus http//t.co/fVNlKTPB BCCI
Sports,A twoyearold can shoot a basketball better than JimmyKimmel. This is proof ; http//t.co/ajALGOVzh
Politics,Vladimir Putin congratulates Barack Obama on his US presidential reelection http//t.co/GvSRC
Politics,RT edwardalden My take on the legacy of . Winning the Next Immigration Battle http//t.co/UhOfiyp via ForeignAffairs
Sports,Deandra Dottin gone. B Lawry would have shouted This could be the World Cup this could be the World Cup http//t.co/uOdNYGP wwc
Politics,.actionacton is latest winner of PM s BigSociety Award. See how they ve transformed Acton http//t.co/UOHoguNn
Sports,RT ashwinmushran How do you remove an ancient sport like wrestling from the Olympics and leave Beach Volleyball in The mind boggles
Politics,PM Britain works well. Why break it This is an argument of the heart ; the head http//t.co/BZiqCUTx Scotland indyref
Politics,The Prime Minister will respond to Midstaffs report in UKParliament after . today. Watch live http//t.co/JZIRWgV NHS Francis
Sports,A day for wayward superquicks  happy birthday Shaun Tait and Devon Malcolm. http//t.co/qdSKHYYxO
Politics,Q;A session with Vint Cerf (one of the internets founders) at RGF http//t.co/kfCMhOA. Bonus a different side to Rahul Gandhi )
Sports,AusAvEngL Great stuff from Gurinder Sandhu  off  overs. England Lions  after . Scores http//t.co/XiOCuOXaX
Politics,Dmitry Medvedev and his wife attended the Christmas service at Christ the Saviour Cathedral in Moscow http//t.co/Xokwewij
Politics,Americans have had enough disappointment. With new leadership we can look to a more prosperous ; brighter future. http//t.co/AcQZbe
Politics,RT ODIgovuk The disabilityactionalliance is open for new members please visit the new website and sign up http//t.co/YZFihl plea ...
Politics,None of the progress the President spoke about last night is going to happen without you behind him. Say youre in http//t.co/mFutzKV
Sports,Heres more from Gary Cahill after todays EuropaLeague press conference... http//t.co/GyaBpGm CFC
Sports,RT NextGenSeries TEAM NEWS Chelsea XI  Beeney Kane Davey Christensen Nditi Saville Kiwomya Baker Feruz Boga Hunte
Sports,Jeremy Chardy defeats Seppi     to reach his first major quarterfinal at the AustralianOpen. atp tennis AusOpen
Sports,.AmirKingKhan will fight exworld champ Julio Diaz in April his first contest in GB for two years http//t.co/WuIVsFoT bbc   sports       day
Sports,Championship FT Burnley  Huddersfield http//t.co/qJCafVNC Leicester  Blackburn http//t.co/SbfgnDo. bbcfootball
Politics,The first meeting of the Commission for Monitoring Targeted Socioeconomic Development Achievement Indicators http//t.co/SdxwpNhi
Politics,Kalarippayattu performance organised by HCI Colombo on occasion of th Republic day http//t.co/yVXHI
Politics,Comment by PM Abe on Adoption of Resolution by UNSC on Launch of Missile by North Korea which it calls satellite  http//t.co/CCchSQfS
Politics,Lights atop the Empire State building will be showing you who s winning the  Presidential election LIVE as the results come in POTU
Politics,Obama We will work to be more transparent with counterterrorism efforts. SOTU
Politics,Congratulations to BlueCat Initiative in Norfolk the latest PM BigSociety Award winner http//t.co/VwGenRO
Sports,bbcrugbyunion LondonWelshRFC to face Official_RFU hearing after being charged with fielding an ineligible player http//t.co/PjVnvxw
Politics,Today BarackObama is back in Wisconsin with a different message   he can t deliver the change he promised http//t.co/bPeIPgf
Politics,With Ohios help PaulRyanVP and I will lead in Washington and take back our country. http//t.co/RVjwzGou
Politics,New http//t.co/jYGOTE Collaboration with Joining Forces Is a Win for America s Veterans and Companies http//t.co/xrvTbek
Sports,RB  We rested some players today and still had  shots. I was pleased with the performance of the team. CFC
Sports,RT amlahash One of the challenges of life is addressing our own hypocrisy and also.. handling the hypocrisy of others.
Sports,Connor Hunte has been dismised two minutes into the second half. CFC
Politics,Ive recommended Late Dewang Mehtas name for a Padma Award. He was instrumental in making Indias fledgling IT industry a global powerhouse
Sports,Federer to play julienbenneteau in abnamrowttNL QFs after beating Thiemodebakker  . http//t.co/qogF atp tennis
Sports,Meanwhile on Rod Laver Arena... ausopen http//t.co/AyVClxf
Politics,Meeting on the development of the Russian stock market   http//t.co/vUBhfd
Sports,st Test. Over   runs (B Kumar  MS Dhoni ) IND / IndvAus http//t.co/fVNlKTPB BCCI
Sports,SIX Monster shot by Hodge Behrendorff goes m and is then followed up by a tracer over the leg side.  () BBL bigfinals
Politics,HispanicAmerican Families Just Can t Afford Tax Increases  As the debate over the socalled fiscal cliff in Wa... http//t.co/MCMfUUAo
Sports,FL % of games () have been home wins % away wins ; % have been draws
Sports,Something is amiss in this picture. NZvEng Queenstown http//t.co/QOVMaztV
Sports,Federer holds off Tsonga ()  ()   for a place in AustralianOpen SFs. atp tennis
